NUM_PEDIDO;CODCLI;CODVEN;DATA_EMISSAO;VLR_TOTAL;SITUACAO;OBSERVACOES
200;312;3;2013-01-02 00:00:00.000;788.69;E;"PARA 500 NINJA AMAR ACES AZUL E PARA 500 SORTIDO ACES BCO
P/SLENTE SAO 2000 CORPO CITRICO AMARELO,2000 SORTIDO 1000
NORMAL, C/ACES SORTIDO 3000 O RESTANTE SORTIDO
"
201;252;3;2013-01-03 00:00:00.000;2215.59;E;"ACES P/SP,BCA. AZUL, BCO.,VERM.,
P/SPECIAL AZUL ACES.BCO.
P/SPECIAL CINZA ACES.PRETO
"
202;400;3;2013-01-03 00:00:00.000;931.00;E;"ACES VERM P/5000 SP.BCA
COLOCAR 1000 ACES AZUL QUE FICAMOS DEVENDO"
203;435;3;2013-01-03 00:00:00.000;671.55;E;NULL
204;483;3;2013-01-03 00:00:00.000;31.07;E;NULL
205;132;3;2013-01-03 00:00:00.000;84.55;E;NULL
206;621;3;2013-01-03 00:00:00.000;13.30;E;"VIRA RETIRAR AMANHA COM A MARIA E DEIXARA
UM CHEQUE PARA 30D NO VALOR DE 200,00"
207;4;1;2013-01-03 00:00:00.000;0.00;E;COLOCAR 1000 SLENTE PRETO SEPARADO
208;427;3;2013-01-03 00:00:00.000;143.92;E;NULL
209;48;3;2013-01-06 00:00:00.000;19.09;E;NULL
210;279;3;2013-01-06 00:00:00.000;1086.80;E;"PARA 10.O00 POP MANDAR APENAS CORPO
E AS OUTRAS 3000 COMPLETO C/ACES AZUL
DESPACHAR HOJE JUNTO COM SEU PEDIDO ANTERIOR"
211;408;3;2013-01-06 00:00:00.000;974.23;E;"ACES PARA SPECIAL AMAR TAMPA AZUL C/ACES INVERTIDO
ACES PARA SPECIAL BCA. 2000 C/BCO.,2000 C/AZUL,1000
COM VERDE"
212;504;3;2013-01-06 00:00:00.000;3076.10;E;FAVOR LIBERAR O MAIS URGENTE POSSIVEL PEDIDO PAGO
213;611;3;2013-01-06 00:00:00.000;159.13;E;"500 POP C/AZUL GARAVADO FABRICA DE BLOCOS E DEPOSITO SAO FRANCISCO
500 VERSATIL COM AZUL GRAV.AZUL E PRETO TD METAIS SANITARIOS
"
214;252;2;2013-01-06 00:00:00.000;278.06;E;"
VERSATIL : ACES. AZUIS
POP: ACES. 1.000 PRETO / 1.000 AZUIS
VEGAS : ACES. PRETOS"
215;373;2;2013-01-06 00:00:00.000;962.35;E;"SPECIAL : 1.000 BCO/BCO
          1.000 AZUIS/BCO
SPECIAL CITRICA : ACES. PRETOS
SUPER LENTE : 2.000 AZUIS
              1.000 VERDES
              1.000 VERM.
              2.000 BCO

                                   PESO :
                                   CAIXAS : 

                      *** URGENTISSIMO ***"
216;389;2;2013-01-06 00:00:00.000;222.39;C;"ACES. VERSATIL C/ HASTE : VERDES
ACES. VERSATIL C/ CORDAO : VERDES
ACES. DA SPECIAL : VERDES"
217;277;3;2013-01-06 00:00:00.000;63.65;E;NULL
218;571;2;2013-01-06 00:00:00.000;241.30;E;CANETAS SPECIAL GRAVADAS SOLIDARIEDAIDS
219;404;3;2013-01-06 00:00:00.000;13.30;E;"BCO.275
AG.0294
CC 4.703.268
CHQ 414941
D SHEILA M NOGUEIRA
60,00
P/ 27.10"
220;483;3;2013-01-06 00:00:00.000;12.73;E;NULL
221;312;3;2013-01-06 00:00:00.000;652.51;E;"P/SP.BCA ACES 500 ACES AZUL, 300 VINHO P/SP.AMAR ACES PRETO
NINJA  BCO,C/LARANJA
PARA 500 NINJA AMAR.ACES AZUL,
PARA O SLENTE SAO 2000 CORPO CITRICO AMARELO SO CORPO CITRICO
2000 SORTIDO E 1000 NORMAL, C/OS ACES.SORTIDO
  "" ESTE PEDIDO REFERE-SE AO DE MESMO NUMERO
    SO DE PRODUTOS QUE O SR.PAULO NAO LEVOU """
222;370;3;2013-01-06 00:00:00.000;310.65;E;"ACERTARA COMIGO AMANHA
ATENCAo so corpo  NAO COLOCAR ACESSORIO NENHUM"
223;281;3;2013-01-06 00:00:00.000;149.81;E;NULL
224;420;3;2013-01-06 00:00:00.000;310.65;E;NULL
225;279;1;2013-01-07 00:00:00.000;7562.00;E;NULL
226;443;3;2013-01-07 00:00:00.000;58.90;E;NULL
227;619;2;2013-01-07 00:00:00.000;382.85;E;"ACES. DA SPECIAL : 500 LARANJAS  /  500 AMAR.
ACES. E CORDAO DA VERSATIL : 500 VERM.  /  500 AZUIS

                           *** URGENTISSIMO P/ HOJE ***

                            PESO :
                           CAIXA :"
228;400;3;2013-01-07 00:00:00.000;239.40;C;NULL
229;258;2;2013-01-07 00:00:00.000;1746.10;E;"ACES. DA STAR : BCO
ACES. DA SPECIAL : 4.000 AZUIS
                   3.000 VERM.
                   3.000 PRETOS
ACES. DA SPECIAL VINHO : DOURADOS"
230;60;3;2013-01-07 00:00:00.000;551.38;E;"P/ACES 1000 SP.FUNDINHO E OLHINHO VINHO SO ACES
P/ACES VINHO 600 PCS E DA VERSATIL C/CLIPS SO ACES
PARA ACES OURO E SO O FUNDINHO DA SP"
231;315;2;2013-01-07 00:00:00.000;381.90;C;"      INCLUIR JUNTO COM O PEDIDO ANTERIOR"
232;252;2;2013-01-07 00:00:00.000;1893.83;E;" ** FALTA PAGAR OS PORTA LAPIS **
NUMERO DO BANCO  341  341
NUMERO DA AGENCIA 0032  0032
NUMERO DO CHEQUE 567090  567091
R$ 600,00   600,00
VENC.: 21/11   06/12
ALAIR JOSE DA SILVA LEITE

CHEQUES REF. AS CANETAS E CARGAS"
233;413;3;2013-01-07 00:00:00.000;62.70;E;NULL
234;113;2;2013-01-07 00:00:00.000;142.03;E;"ACES. DA STAR II : AMARELOS
ACES. DA SPECIAL : MARRONS


                      PESO :
                     CAIXA :"
235;429;2;2013-01-07 00:00:00.000;93.29;E;"ACES. CITRICAS : PRETOS
ACES. SPECIAL BCO : VERM.
ACES. SPECIAL VINHO : BCO
ACES. SPECIAL CINZA : PRETO

CARGAS BLICK

                     ** PARA AGORA **"
236;438;3;2013-01-07 00:00:00.000;253.65;E;NULL
237;308;1;2013-01-07 00:00:00.000;3583.40;E;"1000 ACESSORIO VERSATIL CORDAO VERDE, 1000 VERMELHO, 1000 AZUL, 1000 PRETO
ACESSORIO VERSATIL  1000 VERDE, 1000 VERMELHO, 1000 AZUL, 1000 PRETO
ESPACIAL 2000 ACESSORIO AZUL,2000 VERDE, 1000 CINZA, 1000 AMARELA, 6000 
BRANCO

"
238;48;3;2013-01-07 00:00:00.000;285.85;E;SP.C/ACES.PRETO
239;460;2;2013-01-07 00:00:00.000;1.14;E;" *** SO A TAMPA DO PORTA LAPIS ***"
240;623;3;2013-01-07 00:00:00.000;1681.50;E;"CANETAS E CORDOES AZUL MARINHO C/ACES BCO
341
0237
06133-8
JD364076
1.300,00
24/10/97
DO MESMO"
241;86;3;2013-01-07 00:00:00.000;457.90;E;NULL
242;407;3;2013-01-07 00:00:00.000;4873.50;E;"TODOS OS ACESSORIOS SORTIDOS
ENTREGAR NA ESTACAO CONCEICAO
R.TEREZA TOEDTLI, 74/78
FONE 5581.4512 C/CARLOS
ABATER DEBITOS MANDAR RESTANTE EM CHEQUE PRE
E LEVAR PEDIDO FEDIDO FEITO HOJE"
243;181;3;2013-01-07 00:00:00.000;299.25;E;"PARA SP AMAR ACES VERM
PARA SP SORTIDA ACES SORTIDO
P/SLENTE SORTIR EM PELO MENOS 4 CORES 
VIRA RETIRAR 5A.FEIRA 23.10.97
COLOCAR 250 CATALOGO DE CADA"
244;572;2;2013-01-07 00:00:00.000;511.10;E;"ACES.DA SPECIAL : 1.000 VERM. / 1.000 VINHO
ACES. DO VEGAS :  VERM.
ACES. DA SPECIAL PRETA : DOURADO"
245;24;1;2013-01-07 00:00:00.000;2473.80;E;"SENDO 6000  BCA ACES VERM, 2000 BCA C/TAMPA VERDE E ACES BCO
2000 BCA.ACES BCO TAMPA AZUL, 2000 CORPO BCO TAMPA PRETA ACES
BCO.
FAVOR LIBERAR O MAIS URGENTE POSSIVEL DORINHA JA COBROU A DUP
C/O CLIENTE
EXISTE UMA OBS. FAVOR NAO ERRAR!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
246;377;3;2013-01-07 00:00:00.000;121.60;E;"SEM TAMPA,,,,, APENAS O CORPO C/OS ACESSORIOS DO CORPO
MANDAR SEDEX URGENTISSIMO"
247;625;1;2013-01-07 00:00:00.000;66.69;E;PARA 250 SP.ACES BCOS E P/250 ACES AZUL
248;18;2;2013-01-07 00:00:00.000;15.39;E;"SENDO : ACRILICO AMARELO COM ACES. BRANCOS

MANDAR POR SEDEX A AMANHA SEM FALTA"
249;42;3;2013-01-07 00:00:00.000;199.50;E;NULL
250;408;3;2013-01-08 00:00:00.000;66.50;E;NULL
251;483;3;2013-01-08 00:00:00.000;30.40;E;NULL
252;587;3;2013-01-08 00:00:00.000;438.52;E;"PARA SP.CITRICA COLOCAR 400 DE CADA COR
PARA REGUA DE 20 COLOCAR AS 4 CORES CITRICAS E A BCA.TAMBEM"
253;520;2;2013-01-08 00:00:00.000;198.55;E;"ACES.: 2.000 VERDES
       2.000 VERMELHOS
       2.000 AZUIS
       2.000 AMARELOS
       1.000 PRETOS
       1.000 BRANCOS

                                    PESO :
                                    CAIXA :

             ACRESCENTAR JUNTO AO PEDIDO ANTERIOR "" URGENTE """
254;279;3;2013-01-08 00:00:00.000;477.56;E;P/2000 SP.BCA ACES.AZUL
255;252;2;2013-01-08 00:00:00.000;69.11;E;ACES. DO S.L. : AZUIS
256;114;3;2013-01-08 00:00:00.000;2247.70;E;"PARA SLENTE COLOCAR ACES.AZUL,VERM.E VERDE
PEDIDO PAGO A DORINHA"
257;46;2;2013-01-08 00:00:00.000;343.90;E;"ACES. DA SPECIAL : AMARELOS
ACES. E CORDAO DA VERSATIL : AMARELOS


*** INCLUIR JUNTO AO PEDIDO ANYERIOR ***"
258;614;3;2013-01-08 00:00:00.000;307.80;E;NULL
259;55;3;2013-01-08 00:00:00.000;1071.55;C;NULL
260;48;3;2013-01-08 00:00:00.000;111.63;E;NULL
261;391;3;2013-01-08 00:00:00.000;569.52;E;NULL
262;312;3;2013-01-08 00:00:00.000;31.82;E;"ESSA MERC SAIU JUNTO C/O PEDIDO 949
HOJE 22.10 FALTA O PGTO."
263;385;2;2013-01-08 00:00:00.000;1035.50;C;"ACES.: 4.000 AZUIS
       2.000 VERDES
       2.000 VERM.
       2.000 PRETAS


                                       PESO :
                                      CAIXA :"
264;421;3;2013-01-08 00:00:00.000;1681.50;C;"DESPACHAR HOJE PELO MENOS 3000 CARGAS
PELA VASPEX"
265;153;3;2013-01-09 00:00:00.000;417.52;E;"P/SLENTE CORPO E PAST CITRICA
BOMBA DA TEXACO
P/1000 ACES SOZINHO COLOCAR ACES DO S.LENTE PRETO
E 500 MOLAS
SEPARAR PARA NO LEVAR NA TRANSP.AMANHA 24.10.97"
266;252;3;2013-01-09 00:00:00.000;439.94;C;ACES.2000 BCO., RESTANTE AZUL
267;409;3;2013-01-09 00:00:00.000;15.91;E;NULL
268;323;3;2013-01-09 00:00:00.000;91.44;E;NULL
269;262;1;2013-01-09 00:00:00.000;2813.90;E;NULL
270;177;3;2013-01-09 00:00:00.000;1035.50;E;VIRA RETIRAR AMANHA
271;116;3;2013-01-09 00:00:00.000;3872.20;E;"COLOCAR 2000 SP.JR.PRETO "
272;176;2;2013-01-09 00:00:00.000;39.33;E;"ACES. DO S.LENTE : AZUIS
CANETA SPECIAL : CORPO BCO
                 TAMPA VERM.
                 INDICADORES BCO
                 FUNDOS VERM.

CARGAS BLICK

                            PESO:
                            CAIXA :"
273;614;3;2013-01-09 00:00:00.000;31.82;E;NULL
274;538;3;2013-01-09 00:00:00.000;1653.00;E;MARIA URGENTE URGENTE URGENTE URGENTE HOJEEEEEEEEEEEEE
275;280;3;2013-01-09 00:00:00.000;1206.50;E;"COLOCAR 2500 ACES PRETO, 2500 AZUL, 2500 VERDE,2500 VERM
URGENTEEEEEEEE"
276;624;2;2013-01-09 00:00:00.000;95.95;E;ACES. AZUIS (ESCURO)
277;258;2;2013-01-09 00:00:00.000;190.95;E;A DORINHA PROMETEU PARA O CLIENTE QUE VAI ENTREGAR AMANHA CEDO SEM FALTA
278;371;3;2013-01-09 00:00:00.000;440.80;E;MARIA URGENTE URGENTE SE POSSIVEL HOJE
279;408;3;2013-01-09 00:00:00.000;198.07;E;PARA ACESSORIO COLOCAR APENAS O GATILHO DO SLENTE
280;389;3;2013-01-09 00:00:00.000;165.59;E;"RETIRA 3A.FEIRA CEDO "
281;256;3;2013-01-09 00:00:00.000;236.64;C;P/RODINHAS GRANDES COLOCAR AZUL E VERM
282;440;1;2013-01-09 00:00:00.000;798.00;E;NULL
283;48;3;2013-01-09 00:00:00.000;63.65;E;NULL
284;260;1;2013-01-09 00:00:00.000;1311.00;E;NULL
285;615;3;2013-01-10 00:00:00.000;310.65;E;P/SP.BCA 600 ACES VERDE E 1000 VERM
286;391;3;2013-01-10 00:00:00.000;396.15;E;"VIRA RETIRAR AS 13:00 HORAS FAVOR DEIXAR PRONTO 
ACES.DA VERSATIL PRETO "
287;252;2;2013-01-10 00:00:00.000;103.64;E;"ACES. DA STAR AZUIS

ACES. VERDES ( TAMPA DA SPECIAL)"
288;418;2;2013-01-10 00:00:00.000;114.38;E;"CANETAS 300 BRANCAS / 200 SORTIDAS
ACES. 350 DOURADOS / 150 SORTIDOS
"
289;431;3;2013-01-10 00:00:00.000;119.70;E;P/SP.ACES AMARELO
290;150;3;2013-01-10 00:00:00.000;816.05;C;NULL
291;584;1;2013-01-10 00:00:00.000;111.63;E;"VERSATIL C/ CORDAO E ACES.: VERDES / AZUIS / VERM.

SPECIAL: CANETAS BRANCAS / AMARELAS
ACES: VERM. / AMARELOS"
292;352;3;2013-01-10 00:00:00.000;342.95;E;NULL
293;323;3;2013-01-10 00:00:00.000;2435.66;E;P/ACES COLOCAR 6000 CORPO E 6000 PASTILHAS APENAS
294;572;3;2013-01-10 00:00:00.000;374.30;E;PARA O SUPER LENTE NAO COLOCAR MOLA SO ARGOLA
295;232;3;2013-01-10 00:00:00.000;857.85;E;NULL
296;26;3;2013-01-10 00:00:00.000;610.85;E;NULL
297;437;3;2013-01-10 00:00:00.000;425.88;E;"COLOCAR PARA 200 ACES  E HASTE CINZA DA VERSATIL
PORTA MOEDAS BRANCOS C/MOEDAS LARANJA"
298;48;3;2013-01-10 00:00:00.000;242.63;E;NULL
299;312;1;2013-01-10 00:00:00.000;974.42;E;"ENVIAR 60 CAIXAS DAS AGENDAS QUE FORAM FALTANDO
PARA SP 1200 ACES AZUL, 100 PRETO, 200 BOLINHAS BRANCAS
200 FUND.VERDES,300 ACES COMPLETOS VERM
P/TAMPAS 1600 BRANCAS E 200 VERDES
P/NINJA 120 C/AZUL, 120 C/VERDE E 110 C/VERM
 
"
300;357;3;2013-01-10 00:00:00.000;6439.10;E;"PARA 3000 VERSATIL COM AZUL COLOCAR CORPO E TAMPA AMARELO
O CLIENTE PEDE URGENCIA"
301;14;3;2013-01-10 00:00:00.000;1206.50;E;NULL
302;614;3;2013-01-10 00:00:00.000;83.60;E;DEIXOU 7500 REGUAS DE 20 FERRAGISTA
303;421;3;2013-01-10 00:00:00.000;786.60;E;NULL
304;132;3;2013-01-10 00:00:00.000;111.72;E;ACES AZUL
305;432;2;2013-01-10 00:00:00.000;24.32;E;ACES. PRETOS
306;483;3;2013-01-10 00:00:00.000;215.17;E;NULL
307;60;3;2013-01-10 00:00:00.000;2357.42;E;"PARA POP SO CORPO PARA PARA 4000 ACES SAO SO FUNDINHO DA POP
600 SO TAMPA DA SP.PRETA E PARA 2000 ACES SAO DA VERSATIL COM CLIPS"
308;356;2;2013-01-13 00:00:00.000;995.12;E;"ACES. DA VERSATIL C/HASTE : 1.000 VERM.
                            1.000 AZUIS
                            1.000 VERDES
ACES. DA VERSATIL C/CORDAO : 1.000 AZUIS
ACES. DO SUPER LENTE : SORTIDOS

                    PESO :
                    CAIXA : "
309;46;2;2013-01-13 00:00:00.000;452.20;E;"1.000 SPECIAL VINHO/ VINHO
1.000 SPECIAL PRETA/PRETO
POP ACES. VERDES"
310;410;2;2013-01-13 00:00:00.000;137.37;E;"ACES. DA SPECIAL : 1.000 AZUIS
ACES. DA POP: 500 VINHOS"
311;409;2;2013-01-13 00:00:00.000;102.60;C;ACES. E CORDAO :  VERMELHOS
312;376;3;2013-01-13 00:00:00.000;956.84;E;COLOCAR 2000 CATALOGOS QUE ESTAO NA MINHA SALA
313;444;3;2013-01-13 00:00:00.000;1841.48;E;PARA SP.BCA ACES 5000 AZUL,4000 VERM.,1000 PRETO
314;34;3;2013-01-13 00:00:00.000;17998.70;E;"COLOCAR 1000 TAMPA DA STAR I E 2000 SO CORPO
TAMBEM 2500 DA SP SO TAMPA....3500 TAMPA SP AZUL......1000 CABECA
SUPER FLASH BCA,1000 VERDE,1000 VERM.,1000 PRETA"
315;615;1;2013-01-13 00:00:00.000;32.11;E;NULL
316;358;2;2013-01-13 00:00:00.000;1700.88;C;"ACES. DO S.LENTE : 1.500 ROSA / 1.500 VERDE CITRICO / 1.000 ROXO / 1.000 BCO

CANETAS SPECIAL : 1.000 AZUIS / 2.000 BEGE / 3.000 BCO
ACES. DA SPECIAL : 1.000 BCO / 1.000 MARRON / 1.000 VERDES / 1.000 VERM.
                   1.000 PRETOS 
(CANETAS BEGES : 1.000 CORPO BEGE
                 1.000 TAMPA MARRON
                 1.000 ACES. INVERTIDOS)

VERSATIL : CORDAO E ACES. AZUIS
POP ACES.:  1.000 VERM. / 1.000 AZUIS
STAR I ACES.: 1.000 AZUIS / 1.000 PRETOS
"
317;323;3;2013-01-13 00:00:00.000;31.82;E;NULL
318;428;3;2013-01-13 00:00:00.000;378.10;E;COLOCAR SO CORPO SEM TAMPA
319;48;3;2013-01-13 00:00:00.000;47.50;E;NULL
320;258;2;2013-01-13 00:00:00.000;2151.75;C;"ACES. DA VERSATIL C/ HASTE : PRETOS

SUPER LENTE : 5.000 DE CADA COR






                 P/ HOJE AS 16:00 HORAS"
321;390;3;2013-01-13 00:00:00.000;374.30;E;"MONTADAS VERDE,LARANJA,LILAS,AMARELO 
PARA VERSATIL ACES AZUL, VERM.,VERDE,PRETO
 MONTAR TUDO VIRA RETIRAR 4A.FEIRA 29.10.97"
322;400;3;2013-01-13 00:00:00.000;15.20;E;NULL
323;625;3;2013-01-13 00:00:00.000;244.53;E;"COLOCAR 50 FUNDOS VERM.,20 AZUL PARA VERSATIL
250 CORPO E TAMPA DA SP.BCO"
324;371;3;2013-01-13 00:00:00.000;20.71;E;DESPACHAR URGENTE COM SEU PEDIDO ANTERIOR
325;581;2;2013-01-13 00:00:00.000;936.41;E;NULL
326;409;1;2013-01-14 00:00:00.000;603.25;E;NULL
327;373;2;2013-01-14 00:00:00.000;361.95;E;"ACES.: BRANCOS


                                PESO :
                                CAIXA :
** URGENTE, PARA HOJE, PED.JA PAGO **"
328;252;2;2013-01-14 00:00:00.000;177.18;E;NULL
329;408;2;2013-01-14 00:00:00.000;500.17;C;"1.000 SPECIAL AZUL C/ ACES. BCO
  500 SPECIAL CINZA C/ ACES. VERM.
  200 STAR II ACES. AZUIS
  100 STAR II ACES. VERM.
  200 STAR II ACES. VERDE
1.000 STAR I ACES. AZUIS
2.000 VERSATIL ACES. VERM.
    ACES.
 500 TAMPAS DA SPECIAL CINZA
 500 IND. DA SPECIAL PRETA
  60 CLIP'S BRANCO DA VERSATIL
2.000 FUNDOS DA VERSATIL AMARELO
1.000 CLIP'S DA VERSATIL AMARELOS"
330;307;3;2013-01-14 00:00:00.000;127.30;E;NULL
331;358;2;2013-01-14 00:00:00.000;515.38;E;" 5.000 ACES. VERM.
 2.500 CORDAO VERM.


INCLUIR JUNTO COM O PEDIDO ANTERIOR"
332;572;3;2013-01-14 00:00:00.000;1417.88;E;"ACES AZUL E PRETO E DA SPECIAL
E O VERDE DA VERSATIL COM CLIP"
333;389;3;2013-01-14 00:00:00.000;160.55;E;NULL
334;314;2;2013-01-14 00:00:00.000;1902.28;E;"SPECIAL : 1.000 AZUL / 1.000 AMAR. / 1.000 VERDE / 3.000 BCO
ACES.:  1.000 VERM. / 1.000 AZUL / 1.000 AMAR. / 3.000 BCO
ACES. S. LENTE : 5.000 VERM. / 5.000 VERDE / 5.000 PRETO / 5.000 AZUL
ACES. DO VEGAS : 2.000 VERM. / 1.000 AMAR.
ACES. DA STAR : 1.000 AMAR. / 1.000 AZUIS
REGUAS 30 CM. : 2.000 BCO / 100 VERM. / 100 AZUIS / 100 VERDES
=============================================================================
1.000 SPECIAL CORPO BCO / TAMPA E ACES. CINZA
1.000 POP BCO C/ ACES. AZUIS
1.500 SPECIAL CORPO PRETO / TAMPA  AMARELA / ACES. PRETOS
=============================================================================
"
335;45;3;2013-01-14 00:00:00.000;19.76;E;NULL
336;420;3;2013-01-14 00:00:00.000;712.02;E;"VAI MANDAR CHEQUES DE DEBITOS ANTERIORES
VALOR DESTE 540,00"
337;239;1;2013-01-14 00:00:00.000;1206.50;E;"ACES PRETOS,VERM.,VERDES E AZUIS
MANDAR CATALOGOS E AMOSTRAS
OP DE 1200,00 
DESPACHAR 4A.FEIRA 29.10.97
MONTADAS........................"
338;76;3;2013-01-14 00:00:00.000;1854.78;E;ASSIM QUE CHEGAR AS CARGAS DESPACHAR URGENTE
339;406;3;2013-01-14 00:00:00.000;40.66;E;NULL
340;231;3;2013-01-14 00:00:00.000;5378.90;E;TUDO MONTADO SEM CARGA
341;314;2;2013-01-14 00:00:00.000;459.32;E;ACES. DA SPECIAL : PRETOS
342;407;1;2013-01-14 00:00:00.000;170.62;C;NULL
343;215;1;2013-01-14 00:00:00.000;626.05;E;"PARA VERSATIL ACES VERM.,PARA SP.BCA 2.000 ACES VINHO E 1000 VERDE
PARA REGUAS 4CORES CITRICAS INCLUIR A BCA.
PARA O BOMBA IPIRANGA
ESCREVER NAS CAIXAS "" MAIR ""
ENTREGAR NA CONTINENTAL PARA O SR JOSE AFONSO
COLOCAR 10 FOLHAS DE CDA CATALOGO"
344;48;3;2013-01-14 00:00:00.000;190.00;E;NULL
345;279;3;2013-01-14 00:00:00.000;1920.23;E;"PARA OS ULTIMOS 3000 ACES.REFIRO-ME A CORPO DA POP
SO OS CORPOS
YO YO COCA COLA ... TODAS AS ULTIMAS TAMPINHAS
INCOLORES, TODAS AS
TAMPINHA DE DENTRO BCA.
CARRETEIS SENDO: 1000 AZUL
                 1000 VERM
                 1000 VERDE
                 1000 LARANJA"
346;391;3;2013-01-15 00:00:00.000;929.20;E;"PARA OS YO-YO 200 AZUL, 200 LARANJA, 200 CRISTAL, 200 VERDE
              200 VERMELHOS
PARA AS REGUAS COLOCAR CITRICAS SORTIDAS MENOS ROSA INCLUIR
BRANCAS"
347;252;3;2013-01-15 00:00:00.000;456.95;E;PARA ACESSORIOS SAO DO LENTE
348;483;3;2013-01-15 00:00:00.000;13.30;E;NULL
349;72;3;2013-01-15 00:00:00.000;1085.85;E;"para sp.azul aces.laranja
para sp.bca aces verm."
350;86;3;2013-01-15 00:00:00.000;207.86;C;NAO ESQUECER DE COLOCAR AS CAIXINHAS DAS AGENDAS
351;394;3;2013-01-15 00:00:00.000;53.20;E;NULL
352;602;3;2013-01-15 00:00:00.000;66.50;E;NULL
353;550;2;2013-01-15 00:00:00.000;224.49;E;"ACES. DA STAR I : 2.500 VERM
                  2.500 AZUIS

ACES. DA VERSATIL : 500 AZUIS
                    200 VERM."
354;41;3;2013-01-15 00:00:00.000;1547.55;E;MANDAR TAMBEM 1500 PASTILHADO SORTIDO
355;42;3;2013-01-15 00:00:00.000;1076.35;E;NULL
356;543;3;2013-01-15 00:00:00.000;60.80;E;"COLOCAR 1 CITRICA DE CADA COR
E MAIS 500 TAMPINHAS DA TAMPA DA VERSATIL
PARA CORDAO,, JUNTO COM O CORDAO VERDE
LEIA COBRAR JUNTO COM SEUS PEDIDOS NRS. 829 E 897
ETIQUETA ANEXA
"
357;408;3;2013-01-15 00:00:00.000;1664.40;C;"FAVOR DEIXAR PRONTO ESTA VINDO RETIRAR
COLOCAR CORES BEM SORTIDAS
PARA OS 4000 ACESSORIOS REFIRO-ME A CORPO E PASTILHA
DO SUPER LENTE
PARA 500 ACES SO CORDAO PRETO
PARA OS ULTIMOS 4000 ACES SORTIDO COLOCAR
1000 VERM, 1000 BCO., 750 AZUL, 750 VERDE TUDO DA SPECIAL"
358;78;3;2013-01-15 00:00:00.000;695.40;E;"VIRA BUSCAR AMANHA DE MADRUGADA 
LEVARA HOJE AS CANETAS C/OS ACESSORIOS
E AS REGUAS, FICAREMOS DEVENDO APENAS
OS CORDOES CINZAS QUE CHEGARAO 2A.FEIRA"
359;315;2;2013-01-15 00:00:00.000;4125.38;E;"SPECIAL : 2000 AMAR. / 10000 BCO / 1000 LARANJA / 3000 PRETO / 2000 VINHO
          2000 VERDE
ACES. DA SPECIAL : 2000 AMAR. / 2000 AZUIS / 2000 BCO / 3000 VERDE 
                   5000 VERM. / 6000 IDENT. DOURADOS
ACES. DO S.LENTE : 2000 AMAR. / 2000 AMAR. CITRICO / 5000 AZUIS / 3000 BCO
                   3000 PRETO / 3000 VERDES / 2000 VERDE CITRICO 
                   5000 VERM.
ACES. DO VEGAS : 500 AMAR. / 1000 AZUIS / 1000 PRETO / 2000 VERM.
ACES. DA POP : 500 AMAR. / 1000 AZUIS / 500 PRETOS / 1000 VERDES / 1000 VERM
ACES. DA STAR I : 500 AZUIS
ACES. E CORDAO DA VERSATIL : 500 AMAR. / 1000 AZUIS / 500 PRETO 
                             500 VERDES / 1000 VERM.
ACES. DA VERSATIL C/HASTE : 1000 AZUIS / 500 VERDES / 500 VERM.

** ENTREGAR SO 10.000 PASTILHAS BCO, AS RESTANTE DEIXAR QUARDADO NA MEN **"
360;314;2;2013-01-15 00:00:00.000;133.00;E;" SUPER LENTE : PASTILHAS SORTIDAS NAS 4 CORES CITRICAS
              ACES. SORTIDOS NAS 4 CORES CITRICAS
             SENDO : ( ROSA,LARANJA,VERDE,AMARELO)"
361;447;3;2013-01-15 00:00:00.000;101.74;C;"COLOCAR 150 TAMPAS C/CLIP VERDE DA STAR I
A MAIS"
362;448;3;2013-01-15 00:00:00.000;21.28;E;"NAO COLOCAR ACES AZUL
COLOCAR 300 CORPOS DA STAR I C/AZUL SO CORPO E ACES
"
363;55;3;2013-01-15 00:00:00.000;1691.09;E;"P/SP.BCA ACES VERM.2000, VERDE 1000, 2000 AZUL
P/VERSATIL 2000 AZUL, 1000 VERM., 1000 PRETA, 500 VINHO 500 AMAR
           "
364;377;3;2013-01-15 00:00:00.000;1964.60;E;"TUDO MONTADO
DESPACHAR JUNTO C/SEU OUTRO PEDIDO
"
365;421;3;2013-01-15 00:00:00.000;5.13;E;"mandar junto com seu pedido que esta ai embaixo de faltas
urgenteeeeee.............."
366;277;3;2013-01-16 00:00:00.000;649.89;E;PARA ACES COLOCAR DA SPECIAL FUNDO E BOLINHA
367;170;3;2013-01-16 00:00:00.000;146.63;E;P/SP.ACES PRETO
368;113;2;2013-01-16 00:00:00.000;60.32;E;"ACES. DA SPECIAL : AZUIS


POR SEDEX PAGO"
369;279;3;2013-01-16 00:00:00.000;1963.65;E;"P/SP.BCA.ACES.3000 AZUL, 500 VERM,.E 500 VERDE
P/VERSATIL C/CORDAO COLOCAR CORDAO BCO.E ACES.AZUL CLARO
P/ACES COLOCAR FUNDO E TAMPA DA POP"
370;409;3;2013-01-16 00:00:00.000;60.80;E;NULL
